100, 183, 1.000000
817, 189, 1.000000
88, 765, 1.000000
724, 947, 0.000000
290, 251, 0.000000
607, 1278, 0.000000
710, 435, 1.000000
251, 60, 0.000000
537, 265, 0.000000
816, 160, 1.000000
804, 1549, 1.000000
477, 117, 0.000000
754, 354, 1.000000
465, 150, 1.000000
419, 137, 1.000000
50, 987, 1.000000
788, 1748, 1.000000
145, 1568, 1.000000
609, 1164, 1.000000
99, 1916, 0.000000
426, 1659, 0.000000
770, 920, 0.000000
564, 1651, 1.000000
321, 654, 1.000000
276, 1176, 1.000000
672, 2055, 0.000000
531, 698, 0.000000
412, 1043, 0.000000
522, 1598, 1.000000
513, 1702, 0.000000
600, 501, 0.000000
548, 1941, 0.000000
361, 1789, 1.000000
146, 698, 0.000000
85, 976, 0.000000
498, 566, 0.000000
236, 1334, 1.000000
781, 923, 1.000000
564, 1652, 1.000000
39, 774, 0.000000
530, 174, 1.000000
173, 1162, 0.000000
88, 768, 1.000000
582, 1744, 0.000000
629, 576, 0.000000
142, 818, 1.000000
325, 848, 1.000000
751, 1641, 1.000000
594, 856, 0.000000
205, 88, 1.000000
104, 1705, 0.000000
44, 1739, 1.000000
409, 72, 1.000000
777, 320, 0.000000
725, 248, 0.000000
348, 1039, 1.000000
192, 1923, 1.000000
200, 1128, 1.000000
93, 1191, 1.000000
686, 1087, 0.000000
316, 2114, 0.000000
815, 629, 0.000000
549, 1276, 1.000000
632, 209, 0.000000
99, 1608, 0.000000
266, 1592, 0.000000
127, 1872, 0.000000
405, 294, 0.000000
698, 1880, 0.000000
493, 181, 0.000000
166, 1123, 1.000000
145, 1584, 1.000000
196, 1475, 1.000000
774, 385, 0.000000
564, 196, 1.000000
104, 870, 0.000000
790, 447, 0.000000
613, 1752, 0.000000
196, 1099, 0.000000
348, 1038, 1.000000
77, 1594, 0.000000
298, 773, 0.000000
119, 313, 0.000000
278, 94, 1.000000
730, 1494, 1.000000
6, 1453, 1.000000
706, 1478, 1.000000
577, 1792, 0.000000
544, 1056, 1.000000
537, 1499, 1.000000
610, 1372, 0.000000
346, 1670, 0.000000
419, 142, 1.000000
586, 1124, 1.000000
585, 1434, 1.000000
100, 222, 1.000000
139, 1834, 1.000000
776, 981, 1.000000
440, 1495, 1.000000
538, 1451, 0.000000
356, 690, 0.000000
685, 548, 0.000000
436, 1308, 1.000000
256, 1587, 0.000000
686, 307, 0.000000
142, 1828, 1.000000
242, 564, 1.000000
44, 1301, 1.000000
704, 562, 1.000000
683, 1728, 0.000000
145, 1966, 1.000000
59, 221, 0.000000
145, 594, 1.000000
113, 968, 1.000000
296, 1862, 0.000000
515, 2010, 1.000000
358, 82, 1.000000
409, 1237, 1.000000
14, 280, 0.000000
88, 1272, 1.000000
192, 155, 1.000000
504, 124, 0.000000
436, 323, 0.000000
696, 106, 0.000000
693, 1962, 0.000000
637, 1550, 0.000000
298, 999, 0.000000
728, 56, 0.000000
66, 298, 1.000000
382, 167, 1.000000
518, 1148, 0.000000
255, 676, 0.000000
426, 1527, 1.000000
12, 1729, 0.000000
618, 1503, 1.000000
49, 1980, 1.000000
117, 1125, 0.000000
571, 2012, 1.000000
100, 204, 1.000000
276, 1242, 1.000000
359, 494, 0.000000
754, 2111, 0.000000
792, 854, 0.000000
87, 1614, 1.000000
51, 1397, 1.000000
716, 867, 1.000000
609, 931, 1.000000
401, 1496, 1.000000
217, 1174, 0.000000
654, 1349, 0.000000
223, 1832, 1.000000
177, 270, 1.000000
645, 102, 1.000000
817, 209, 1.000000
505, 110, 0.000000
80, 1197, 0.000000
142, 1809, 1.000000
99, 343, 0.000000
458, 1211, 0.000000
82, 214, 1.000000
538, 1675, 1.000000
192, 161, 1.000000
50, 1839, 1.000000
46, 624, 1.000000
125, 1358, 0.000000
221, 195, 0.000000
615, 990, 1.000000
740, 467, 1.000000
659, 990, 1.000000
429, 331, 0.000000
155, 869, 1.000000
534, 4, 0.000000
367, 1231, 0.000000
136, 1830, 1.000000
322, 1850, 0.000000
413, 800, 0.000000
223, 1689, 1.000000
3, 1313, 0.000000
351, 987, 1.000000
152, 1418, 0.000000
226, 592, 0.000000
44, 848, 1.000000
664, 844, 1.000000
609, 626, 1.000000
136, 1836, 1.000000
