426, 857, 0.000000
614, 323, 0.000000
183, 165, 0.000000
367, 272, 0.000000
129, 1118, 1.000000
132, 1282, 0.000000
194, 257, 0.000000
590, 1958, 0.000000
101, 1720, 0.000000
300, 1342, 0.000000
346, 298, 1.000000
419, 471, 1.000000
515, 1155, 1.000000
647, 25, 1.000000
129, 423, 0.000000
520, 60, 0.000000
298, 1151, 0.000000
399, 1310, 0.000000
398, 1165, 0.000000
296, 1018, 0.000000
196, 759, 0.000000
469, 1880, 1.000000
419, 155, 1.000000
457, 947, 0.000000
216, 251, 1.000000
537, 2001, 1.000000
735, 102, 1.000000
414, 1354, 1.000000
135, 1467, 0.000000
512, 298, 1.000000
354, 138, 0.000000
360, 1126, 1.000000
310, 1122, 1.000000
27, 78, 0.000000
192, 66, 0.000000
349, 923, 0.000000
749, 1601, 1.000000
604, 475, 0.000000
366, 13, 0.000000
386, 592, 0.000000
124, 1171, 0.000000
115, 1404, 0.000000
668, 55, 1.000000
192, 221, 1.000000
544, 1058, 1.000000
376, 1408, 0.000000
249, 390, 1.000000
208, 660, 1.000000
280, 1157, 1.000000
6, 1460, 1.000000
145, 1183, 1.000000
606, 150, 1.000000
174, 169, 0.000000
659, 562, 1.000000
119, 1837, 1.000000
568, 1809, 1.000000
664, 1266, 0.000000
163, 1104, 0.000000
44, 358, 1.000000
714, 18, 0.000000
192, 234, 1.000000
659, 735, 0.000000
364, 144, 0.000000
710, 432, 1.000000
422, 1499, 1.000000
416, 960, 1.000000
134, 149, 1.000000
136, 1820, 1.000000
745, 1589, 1.000000
225, 1867, 0.000000
401, 988, 1.000000
108, 1051, 0.000000
653, 303, 1.000000
647, 1149, 0.000000
462, 1767, 1.000000
44, 1533, 1.000000
791, 481, 0.000000
538, 302, 0.000000
609, 627, 1.000000
360, 1564, 0.000000
704, 2009, 1.000000
322, 1505, 0.000000
812, 303, 1.000000
547, 1791, 0.000000
18, 549, 0.000000
401, 1823, 1.000000
756, 985, 1.000000
60, 2041, 0.000000
19, 1590, 1.000000
382, 1457, 1.000000
204, 977, 1.000000
638, 1590, 1.000000
816, 1903, 1.000000
601, 133, 0.000000
