100, 183, 1.00000000
527, 2105, 1.00000000
643, 1086, 1.00000000
781, 1262, 1.00000000
216, 46, 1.00000000
382, 185, 1.00000000
426, 857, 0.00000000
290, 932, 0.00000000
614, 323, 0.00000000
370, 497, 0.00000000
792, 418, 1.00000000
183, 165, 0.00000000
420, 1068, 0.00000000
241, 1573, 1.00000000
367, 272, 0.00000000
65, 667, 1.00000000
65, 318, 1.00000000
789, 901, 0.00000000
817, 189, 1.00000000
88, 765, 1.00000000
90, 1865, 1.00000000
724, 947, 0.00000000
700, 13, 0.00000000
290, 251, 0.00000000
607, 1278, 0.00000000
710, 435, 1.00000000
686, 160, 1.00000000
444, 737, 0.00000000
401, 2051, 1.00000000
251, 60, 0.00000000
129, 1118, 1.00000000
132, 1282, 0.00000000
529, 1865, 1.00000000
194, 257, 0.00000000
590, 1958, 0.00000000
537, 265, 0.00000000
108, 1588, 0.00000000
816, 160, 1.00000000
446, 1381, 1.00000000
101, 1720, 0.00000000
497, 2053, 0.00000000
300, 1342, 0.00000000
539, 1542, 0.00000000
346, 298, 1.00000000
404, 2009, 0.00000000
804, 1549, 1.00000000
477, 117, 0.00000000
532, 907, 1.00000000
419, 471, 1.00000000
515, 1155, 1.00000000
765, 493, 1.00000000
651, 1789, 0.00000000
155, 868, 1.00000000
754, 354, 1.00000000
388, 86, 0.00000000
729, 1142, 0.00000000
647, 25, 1.00000000
419, 224, 1.00000000
401, 976, 1.00000000
539, 2055, 0.00000000
352, 785, 0.00000000
503, 1476, 1.00000000
129, 423, 0.00000000
301, 1309, 0.00000000
816, 1904, 1.00000000
520, 60, 0.00000000
376, 2066, 0.00000000
465, 150, 1.00000000
419, 137, 1.00000000
50, 987, 1.00000000
298, 1151, 0.00000000
788, 1748, 1.00000000
786, 1011, 0.00000000
426, 775, 1.00000000
399, 1310, 0.00000000
145, 1568, 1.00000000
211, 1872, 0.00000000
609, 1164, 1.00000000
24, 25, 1.00000000
99, 1916, 0.00000000
419, 312, 1.00000000
243, 1567, 0.00000000
398, 1165, 0.00000000
296, 1018, 0.00000000
278, 3, 1.00000000
419, 1058, 1.00000000
196, 759, 0.00000000
426, 1659, 0.00000000
659, 564, 1.00000000
689, 2085, 1.00000000
544, 318, 1.00000000
770, 920, 0.00000000
407, 802, 1.00000000
469, 1880, 1.00000000
680, 1752, 0.00000000
419, 155, 1.00000000
564, 1651, 1.00000000
457, 947, 0.00000000
321, 654, 1.00000000
216, 251, 1.00000000
92, 1053, 0.00000000
276, 1176, 1.00000000
537, 2001, 1.00000000
291, 1665, 0.00000000
418, 1562, 0.00000000
735, 102, 1.00000000
414, 1354, 1.00000000
672, 2055, 0.00000000
73, 720, 0.00000000
659, 150, 0.00000000
531, 698, 0.00000000
21, 1904, 1.00000000
135, 1467, 0.00000000
777, 1740, 0.00000000
412, 1043, 0.00000000
512, 298, 1.00000000
522, 1598, 1.00000000
354, 138, 0.00000000
513, 1702, 0.00000000
360, 1126, 1.00000000
600, 501, 0.00000000
322, 629, 0.00000000
310, 1122, 1.00000000
548, 1941, 0.00000000
