310, 1879, 1.000000
416, 557, 0.000000
678, 1712, 0.000000
243, 189, 1.000000
182, 1430, 0.000000
409, 586, 1.000000
608, 301, 1.000000
385, 35, 0.000000
569, 280, 0.000000
595, 1572, 0.000000
142, 801, 1.000000
722, 2029, 1.000000
6, 1690, 1.000000
3, 527, 0.000000
166, 150, 0.000000
412, 2036, 0.000000
493, 742, 0.000000
551, 2096, 0.000000
656, 572, 1.000000
407, 248, 0.000000
419, 161, 1.000000
457, 737, 0.000000
598, 781, 0.000000
139, 1807, 1.000000
554, 900, 0.000000
806, 1994, 0.000000
341, 929, 1.000000
6, 146, 1.000000
211, 362, 1.000000
720, 775, 0.000000
7, 1563, 0.000000
90, 2024, 1.000000
6, 1446, 1.000000
405, 1344, 0.000000
125, 1068, 0.000000
419, 770, 0.000000
419, 221, 1.000000
382, 805, 0.000000
204, 1497, 1.000000
6, 1452, 1.000000
717, 44, 1.000000
743, 835, 1.000000
745, 1164, 1.000000
301, 1944, 0.000000
567, 756, 1.000000
204, 978, 1.000000
445, 136, 0.000000
753, 1753, 0.000000
230, 1759, 0.000000
652, 667, 1.000000
336, 247, 0.000000
505, 1268, 0.000000
686, 229, 1.000000
312, 84, 0.000000
102, 1142, 0.000000
411, 461, 1.000000
146, 370, 0.000000
763, 122, 1.000000
158, 289, 0.000000
410, 370, 0.000000
115, 1540, 0.000000
566, 459, 1.000000
92, 832, 1.000000
663, 1347, 0.000000
44, 10, 1.000000
538, 40, 1.000000
46, 1284, 0.000000
519, 982, 1.000000
223, 985, 1.000000
808, 376, 1.000000
310, 1124, 1.000000
564, 1049, 1.000000
737, 376, 1.000000
252, 1558, 0.000000
158, 1040, 1.000000
419, 807, 1.000000
583, 447, 0.000000
42, 1683, 0.000000
17, 1351, 0.000000
740, 573, 1.000000
290, 813, 0.000000
446, 505, 0.000000
642, 307, 0.000000
44, 1243, 1.000000
382, 1380, 1.000000
619, 907, 1.000000
673, 312, 0.000000
54, 304, 0.000000
745, 1301, 1.000000
736, 943, 0.000000
735, 253, 0.000000
138, 981, 1.000000
117, 882, 0.000000
603, 123, 1.000000
273, 1637, 0.000000
805, 1122, 1.000000
413, 309, 1.000000
703, 1818, 0.000000
696, 897, 1.000000
65, 319, 1.000000
223, 995, 1.000000
672, 445, 0.000000
804, 1980, 1.000000
134, 216, 1.000000
456, 1370, 1.000000
589, 1120, 1.000000
647, 243, 0.000000
119, 898, 1.000000
401, 975, 1.000000
461, 298, 1.000000
234, 170, 1.000000
781, 221, 1.000000
373, 135, 0.000000
780, 900, 1.000000
412, 2049, 0.000000
470, 1770, 1.000000
608, 2048, 0.000000
686, 150, 1.000000
426, 1712, 1.000000
223, 1693, 1.000000
320, 1391, 0.000000
640, 504, 0.000000
741, 920, 1.000000
41, 1167, 1.000000
802, 777, 0.000000
192, 171, 1.000000
88, 767, 1.000000
424, 791, 1.000000
178, 1979, 1.000000
36, 1698, 0.000000
222, 987, 0.000000
643, 411, 0.000000
177, 309, 0.000000
351, 1506, 1.000000
78, 778, 0.000000
201, 1647, 0.000000
652, 659, 1.000000
235, 1300, 0.000000
170, 1592, 0.000000
768, 870, 0.000000
745, 417, 1.000000
530, 1919, 1.000000
804, 1203, 1.000000
47, 1361, 0.000000
817, 201, 1.000000
798, 1563, 0.000000
682, 433, 0.000000
324, 791, 0.000000
57, 1489, 0.000000
376, 1124, 1.000000
606, 156, 1.000000
128, 201, 0.000000
401, 985, 1.000000
46, 1620, 1.000000
631, 131, 0.000000
603, 2042, 0.000000
615, 1824, 1.000000
564, 183, 1.000000
496, 2068, 0.000000
42, 320, 1.000000
419, 1668, 0.000000
419, 382, 0.000000
686, 214, 1.000000
255, 209, 0.000000
743, 586, 1.000000
140, 373, 1.000000
717, 224, 1.000000
718, 1436, 0.000000
27, 1513, 0.000000
504, 339, 0.000000
561, 1298, 1.000000
568, 44, 0.000000
679, 782, 0.000000
786, 1636, 0.000000
659, 1004, 1.000000
138, 1011, 1.000000
636, 624, 0.000000
707, 303, 1.000000
144, 474, 0.000000
674, 946, 0.000000
381, 1147, 0.000000
727, 566, 0.000000
326, 985, 0.000000
150, 137, 0.000000
792, 1868, 0.000000
706, 618, 1.000000
85, 1616, 1.000000
91, 882, 0.000000
513, 164, 0.000000
781, 1218, 1.000000
50, 977, 1.000000
63, 298, 1.000000
441, 327, 1.000000
426, 915, 1.000000
49, 1582, 1.000000
290, 1436, 1.000000
743, 1557, 1.000000
684, 761, 0.000000
656, 569, 1.000000
212, 297, 1.000000
817, 156, 1.000000
383, 1102, 0.000000
727, 834, 1.000000
717, 186, 1.000000
391, 298, 1.000000
298, 1393, 0.000000
318, 27, 1.000000
569, 216, 0.000000
714, 506, 0.000000
221, 175, 0.000000
597, 1403, 0.000000
431, 763, 0.000000
426, 916, 1.000000
407, 1005, 1.000000
343, 1750, 1.000000
491, 433, 0.000000
480, 887, 0.000000
781, 190, 1.000000
134, 448, 1.000000
